blockid,town,mpo,bikefacility_p,sidewalk_p,potential,crash_count,risk_ratio,cd_sum,job_mean,tcost_p,vmt_sum,hcost_p
250251402025,BOSTON,Boston Region,0,0.737824208977491,NA,0,0,29064.999999999996,927.2749723268748,0.23,5931918.1126547055,0.4669892844797788
250251402022,BOSTON,Boston Region,0,0.909191073351259,NA,0,0,19355,838.7949537846948,0.19,14604592.433674725,0.4669892844797788
250251403006,BOSTON,Boston Region,0,0.947810335054969,NA,0,0,28841,1030.8307560058029,0.21,11879068.645984534,0.4669892844797788
250251404002,BOSTON,Boston Region,0,0.975670865903509,NA,0,0,19550,1046.7306359906704,0.22,7853361.527798646,0.4669892844797788
250251104031,BOSTON,Boston Region,0.0782228072505743,0.803093645703082,NA,0,0,19710,1099.6589922299388,0.18,9037729.710198944,0.4669892844797788
250251302005,BOSTON,Boston Region,0,0.971716163037285,NA,0,0,25083,1062.7661005302893,0.2,12399328.596856263,0.4669892844797788
250250909011,BOSTON,Boston Region,0.295556821433668,0.70470139990011,NA,0,0.08333333333333333,33433,1500.4064978245563,0.16,15470783.501120081,0.4669892844797788
250251404004,BOSTON,Boston Region,0,0.781475391166263,NA,0,0,14557,1068.6742186482625,0.2,13160471.156962635,0.4669892844797788
250251404005,BOSTON,Boston Region,0,0.892123971653026,NA,0,0.08333333333333333,29545,1102.5154397878225,0.22,26849968.16082818,0.4669892844797788
250251404006,BOSTON,Boston Region,0.240031401135819,0.77297700188553,NA,2,0.1,72625.99999999999,1063.198733810673,0.21,58770786.81666406,0.4669892844797788
250251404007,BOSTON,Boston Region,0.0308457014525266,0.859213232214463,NA,1,0.16666666666666666,19398,1062.71351534521,0.19,43840138.80583414,0.4669892844797788
250092057002,LYNN,Boston Region,0,0.976159210673449,NA,1,0.08333333333333333,24284,784.0640987427706,0.2,23217231.98481347,0.8493506493506493
250251603002,CHELSEA,Boston Region,0.203085043250682,0.558105493248507,NA,3,0,60445,1511.7771019301852,0.17,67463384.32714957,0.6925159325475156
250092543021,ANDOVER,Merrimack Valley,0,0.0936448510257928,NA,2,0.09782608695652174,845414.9999999995,309.5010293328207,0.24,149731356.27166927,0.2814680957128613
250092106002,PEABODY,Boston Region,0.0515691079157946,0.562413485844207,NA,2,0.022727272727272728,161092.00000000003,424.23907304974,0.21,32064692.506759103,0.4781244552902214
250092211002,GLOUCESTER,Boston Region,0,0.178129410445317,NA,1,0.057692307692307696,65829.00000000001,63.062520469429636,0.21,40069489.3483275,0.750376647834275
250092631001,WEST NEWBURY,Merrimack Valley,0,0.0623254694354902,NA,2,0.11363636363636363,485495.00000000006,NA,0.24,102466226.28998452,0.6129634661028679
250173183002,WESTFORD,Northern Middlesex,0,0.241954378884298,NA,3,0.07692307692307693,443534,146.79231969149876,0.22,603706252.7111243,0.972567509644235
250092059003,LYNN,Boston Region,0,0.979251076436959,NA,2,0,19429,837.269202811943,0.19,15461264.098369796,0.8493506493506493
250173182001,WESTFORD,Northern Middlesex,0.0122721063737051,0.167576614234933,NA,3,0.08333333333333333,580534.0000000001,102.631117903,0.24,105464008.66029449,0.972567509644235
250173563004,ARLINGTON,Boston Region,0.0724906870951289,0.856129136900292,NA,0,0.125,10862,1529.0566578535143,0.17,9401988.355437621,0.6285430134261561
250173361003,MELROSE,Boston Region,0.109709725289769,0.776205858974845,NA,0,0,21160,1151.622208125437,0.21,12889237.366455631,0.6700894335872806
250173821005,"NATICK",Boston Region,0,0.911155151758845,NA,0,0.08333333333333333,77960.00000000001,218.59792104149412,0.21,102343223.92279822,0.5204905773257553
250173182002,WESTFORD,Northern Middlesex,0,0.149690806073344,NA,2,0.15,114929.00000000003,111.95460380214341,0.2,59544480.95604845,0.972567509644235
