blkgrp,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
250010109004,"""Barnstable Town, MA""",1,640,325,671.13,52,64,61,33,41,39,20,23,23,7.97,3.86,1.82,2,2,19983,19716,20769,1,1,1,14528,13651,14161,11396,10562,10907,3120,3077,3241,12,12,14,4,4,5,7.5,4.3,0.75,0.48,3707,25,3403,82,20,111,972,2017,2236,1337,93,7
250010118022,"""Barnstable Town, MA""",1,613,278,1184.16,45,55,53,25,31,29,20,24,24,8.02,1.88,1.94,2,2,19211,18964,20054,1,1,1,15167,14222,14885,12155,11250,11741,2999,2960,3130,13,13,14,4,4,5,2.8,4.6,1.12,0.23,5027,94,6351,81,19,90,1047,1522,1727,,93,7
250010121013,"""Barnstable Town, MA""",1,879,393,299.8,46,56,54,25,31,29,21,25,25,8.58,11.25,1.99,2,2,20713,20576,21452,1,1,1,15713,14823,15411,12461,11593,12043,3234,3211,3348,19,19,20,7,7,7,4,4.5,1.93,1.31,7463,97,7179,81,8,162,898,1537,1808,,88,12
250010130023,"""Barnstable Town, MA""",1,836,406,652.21,48,59,57,29,36,34,19,23,22,7.44,4.63,1.83,2,2,18184,18044,19058,1,1,1,14354,13443,14080,11496,10607,11084,2839,2816,2974,20,20,22,7,7,8,4,4.6,1.25,0.62,5592,84,5434,81,13,152,917,1798,1944,1373,87,13
250010136002,"""Barnstable Town, MA""",1,2713,965,1112.09,55,67,64,32,40,38,23,27,26,10.42,9.04,2.11,2,2,22838,22455,23520,0,0,1,16830,15905,16479,13256,12392,12798,3565,3504,3671,9,9,11,3,3,4,2.8,3.4,1.12,0.87,5323,97,4378,83,18,114,1195,1987,2136,1232,85,15
250010106003,"""Barnstable Town, MA""",1,1345,681,783.2,52,63,61,33,41,38,19,22,22,7.13,6.2,1.8,2,2,17956,17849,18959,1,1,1,14124,13188,13854,11305,10387,10878,2803,2786,2959,16,16,17,6,6,6,3.7,3.9,1.85,0.87,3525,82,4170,82,17,149,1189,2014,2420,1052,82,18
250010107003,"""Barnstable Town, MA""",1,633,314,966.46,56,69,66,36,46,43,20,23,23,7.83,2.54,1.88,2,2,19309,19201,20292,1,1,1,14854,13899,14597,11825,10887,11415,3015,2996,3167,14,15,16,5,5,6,3.4,3.3,0.69,0.32,3261,95,3018,83,12,173,1161,2256,2362,1250,98,2
250010109001,"""Barnstable Town, MA""",1,1637,702,3681.09,56,68,65,35,43,41,21,24,24,8.5,1.62,1.96,2,2,20074,19845,21024,1,1,1,15466,14496,15187,12321,11388,11893,3134,3097,3281,11,11,13,4,4,4,2.3,4.3,0.69,0.19,3670,95,3932,82,29,64,1319,2153,2219,1167,96,4
250010144021,"""Barnstable Town, MA""",1,2017,739,3887.51,56,68,65,32,40,38,23,28,27,10.73,2.04,2.15,2,2,24122,24111,25103,1,1,1,17277,16378,16958,13496,12601,13024,3766,3763,3918,15,14,16,5,5,6,2.1,4,0.55,0.19,5161,87,5485,82,44,48,1639,1999,2080,1156,95,5
250010151002,"""Barnstable Town, MA""",1,1636,763,2609.22,50,61,59,29,37,35,21,24,24,8.48,2.48,1.94,2,2,20470,20419,21449,1,1,1,15401,14475,15092,12182,11265,11719,3196,3187,3347,24,23,25,8,8,9,4,4.5,1.25,0.29,5028,66,5398,82,26,58,1244,1816,1898,,97,3
250010101001,"""Barnstable Town, MA""",1,825,470,5498.5,52,64,62,32,41,38,20,24,23,7.85,0.67,1.86,2,2,20324,20468,21629,1,1,1,14882,14007,14592,11697,10801,11204,3173,3194,3375,12,12,13,4,4,5,5.6,4.1,2.97,0.09,3024,39,3901,82,39,35,2168,2007,2238,1327,90,10
250010117003,"""Barnstable Town, MA""",1,638,353,636.85,43,53,51,25,31,29,19,22,22,6.7,3.71,1.78,2,2,17455,17246,18214,1,1,1,13930,13018,13659,11183,10305,10793,2725,2691,2843,22,22,24,8,8,8,5.1,4.1,1.25,0.55,5126,81,4571,82,7,236,742,1531,1805,1114,89,11
250010114002,"""Barnstable Town, MA""",1,1276,619,748.02,49,59,57,28,36,34,20,23,23,7.4,6.12,1.92,2,2,18310,18057,19261,1,1,1,14916,13921,14668,12045,11090,11648,2859,2818,3006,13,13,14,4,5,5,2.6,3.6,0.88,0.83,5302,95,3958,83,23,121,1150,1765,1796,1431,94,6
250010120013,"""Barnstable Town, MA""",1,1172,477,321.56,47,57,55,26,33,31,20,24,24,8.48,12.58,1.92,2,2,20037,19651,20575,1,1,1,15161,14287,14817,12021,11209,11593,3128,3067,3211,11,12,13,4,4,5,5.1,4.8,2.12,1.48,7148,86,7531,81,6,209,695,1622,1788,1295,76,24
250010120023,"""Barnstable Town, MA""",1,613,245,365.06,48,58,56,29,37,35,18,21,21,7.14,4.79,1.75,2,2,16517,16399,17351,1,1,1,13588,12691,13345,10991,10113,10617,2579,2559,2708,19,19,20,7,7,7,5.4,4.2,1.82,0.67,5583,85,5734,82,5,286,796,1814,1885,1595,95,5
250010121014,"""Barnstable Town, MA""",1,1103,386,426.84,47,58,56,27,34,32,20,24,23,8.55,7.73,1.88,2,2,19593,19235,20191,1,1,1,14889,13995,14568,11818,10982,11404,3059,3002,3151,12,12,13,4,4,5,4.7,4.5,2.13,0.9,6686,83,6844,82,9,136,732,1697,1808,1448,79,21
250010150021,"""Barnstable Town, MA""",1,2997,1431,1563.68,48,58,56,29,36,34,19,22,22,7.37,6.75,1.81,2,2,18116,18035,19123,1,1,1,14183,13275,13904,11335,10440,10898,2828,2815,2984,20,20,22,7,7,8,5.5,4,2.18,0.92,5804,56,4948,82,18,87,1293,1784,1856,1372,88,12
250010152002,"""Barnstable Town, MA""",1,779,445,1652.93,53,64,62,34,42,40,19,22,22,6.41,1.73,1.82,2,2,16845,16616,17735,1,1,1,14037,13092,13776,11396,10487,10994,2630,2593,2768,12,12,14,4,4,5,4.1,4.3,0.62,0.27,3999,79,3412,82,14,114,1166,2091,2398,,98,2
250010101002,"""Barnstable Town, MA""",1,446,285,327.46,54,66,63,37,46,43,17,20,20,5.08,4.42,1.7,2,2,14612,14373,15499,0,0,1,12939,12037,12667,10649,9784,10237,2281,2243,2419,10,10,11,3,4,4,6.6,3.9,2.35,0.87,2722,55,3293,82,9,250,871,2265,2500,1345,95,5
250010110024,"""Barnstable Town, MA""",1,2073,804,2791.55,52,63,61,30,38,36,22,25,25,9.51,2.74,2.01,2,2,22008,21946,22991,1,1,1,16080,15149,15787,12630,11710,12184,3436,3425,3588,15,15,16,5,5,6,2.7,3.8,0.62,0.29,4544,90,4251,82,24,74,1402,1881,1932,1490,92,8
250010129002,"""Barnstable Town, MA""",1,1168,526,429.12,49,59,57,28,35,33,21,25,24,8.65,10.61,1.96,2,2,20693,20695,21634,1,1,1,15551,14653,15271,12302,11405,11874,3231,3230,3376,18,19,20,7,7,7,3.4,4.6,1.51,1.23,7397,99,6077,81,11,210,800,1713,1909,,91,9
250010135001,"""Barnstable Town, MA""",1,2154,775,2696.69,59,72,69,36,46,43,23,27,26,10.5,3.02,2.1,2,2,23363,23430,24524,1,1,1,16812,15866,16526,13149,12194,12682,3648,3656,3827,16,16,17,6,6,6,1.9,3.6,0.94,0.29,5107,96,4164,83,41,51,1699,2256,2402,,94,6
250010143002,"""Barnstable Town, MA""",1,626,217,515.74,56,69,66,36,45,43,20,24,24,8.33,3.5,1.93,2,2,19094,18961,20018,1,1,1,15101,14153,14844,12103,11178,11703,2981,2959,3124,16,16,18,6,6,6,3.3,3.7,1.11,0.42,4505,100,4627,83,11,139,951,2229,2394,,98,2
250010145002,"""Barnstable Town, MA""",1,2265,818,2145.74,53,64,62,31,38,36,22,26,26,9.88,3.77,2.07,2,2,22052,22000,23113,1,1,1,16438,15476,16165,12978,12025,12540,3443,3433,3607,17,17,18,6,6,6,2.3,3.5,1.13,0.38,5205,96,4096,83,29,55,1362,1902,1935,,98,2
250010149004,"""Barnstable Town, MA""",1,1462,622,1479.93,55,67,65,37,46,43,18,21,21,6.8,2.86,1.76,2,2,16704,16661,17743,1,1,1,13690,12781,13425,11058,10156,10630,2608,2600,2769,24,25,26,9,9,9,3.3,6.1,0.73,0.42,4978,68,8911,80,36,75,1237,2263,2627,1137,81,19
250010102062,"""Barnstable Town, MA""",1,1527,654,3938.06,56,68,65,35,43,41,21,24,24,8.81,1.46,1.96,2,2,20690,20670,21899,1,1,1,15514,14536,15246,12272,11298,11815,3230,3226,3418,12,12,13,4,4,5,2.6,3.1,0.62,0.17,2229,89,2322,83,29,65,1999,2151,2352,1515,90,10
250010102081,"""Barnstable Town, MA""",1,297,195,3095.36,44,53,51,23,29,28,20,24,24,6.6,0.42,1.94,2,2,19041,19131,20477,0,0,0,15131,14133,14913,12149,11138,11708,2973,2986,3196,9,9,10,3,3,4,2.4,2.7,0.37,0.06,1687,94,2110,84,29,84,1394,1447,1856,,96,4
250010103042,"""Barnstable Town, MA""",1,719,425,968.41,41,50,49,22,28,26,19,22,22,6.57,2.88,1.84,2,2,17604,17583,18772,1,1,1,14299,13323,14064,11537,10564,11119,2748,2744,2930,14,15,16,5,5,6,3,3.4,0.49,0.44,2958,95,2533,83,17,159,1307,1371,1704,,93,7
250010104001,"""Barnstable Town, MA""",1,730,306,997.88,66,81,78,47,59,56,19,23,22,7.47,2.29,1.85,2,2,17679,17622,18742,1,1,1,14396,13439,14138,11617,10669,11192,2760,2750,2925,20,20,21,7,7,8,3.4,4.4,0.45,0.31,3280,85,4319,82,17,126,1172,2910,3018,,98,2
250010107004,"""Barnstable Town, MA""",1,548,201,609.69,51,62,60,30,37,35,21,25,25,9.7,3.2,1.99,2,2,22127,22019,23049,1,1,1,15978,15030,15688,12509,11579,12074,3454,3436,3597,15,15,16,5,5,6,3,3.3,0.71,0.33,3880,95,3249,83,16,150,1014,1836,2028,,96,4
250010108005,"""Barnstable Town, MA""",1,1618,811,3239.03,52,64,61,31,39,37,21,24,24,7.91,1.98,1.97,2,2,20199,19950,21151,1,1,1,15537,14556,15260,12373,11431,11946,3153,3113,3301,11,12,13,4,4,5,2.3,3.9,2.21,0.25,4221,92,3633,82,31,65,1606,1935,1962,1563,95,5
250010121015,"""Barnstable Town, MA""",1,775,379,330.44,41,50,48,21,27,25,20,23,23,7.7,8.83,1.86,2,2,18868,18758,19679,1,1,1,14658,13770,14381,11691,10822,11288,2946,2927,3071,21,21,22,7,7,8,5.4,4.7,2.14,1.15,6360,78,7359,81,7,271,730,1332,1379,,98,2
250010125022,"""Barnstable Town, MA""",1,995,424,230.5,32,39,38,17,21,20,15,18,18,,,1.48,1,1,13256,13068,13843,2,2,3,11395,10617,11081,9275,8526,8865,2070,2039,2160,50,52,55,18,18,19,8.1,7.2,3.43,1.84,7767,39,15736,78,3,480,436,1061,1521,910,51,49
250010113002,"""Barnstable Town, MA""",1,1262,637,912.3,47,57,55,27,34,32,20,23,23,7.44,5.2,1.86,2,2,18401,18107,19221,1,1,1,14527,13579,14249,11642,10741,11236,2873,2826,3000,12,12,14,4,4,5,4.3,3.5,1.51,0.7,5703,76,4174,83,15,141,882,1695,1711,1581,91,9
250010126011,"""Barnstable Town, MA""",1,2309,877,485.11,47,57,55,28,35,33,19,23,22,7.71,13.94,1.83,2,2,17808,17635,18513,1,1,1,14286,13415,13973,11479,10636,11055,2780,2752,2889,27,27,29,10,10,10,4.8,6,2.52,1.81,7966,79,12579,80,11,212,876,1723,1830,1466,73,27
250010131003,"""Barnstable Town, MA""",1,717,326,2470.57,63,77,74,40,50,47,23,27,27,9.79,1.29,2.13,2,2,23608,23720,24879,1,1,1,17043,16067,16784,13340,12349,12883,3686,3702,3883,17,17,18,6,6,7,1.2,3.7,0.44,0.13,4931,100,4146,83,65,30,1995,2464,2464,,100,0
250010132003,"""Barnstable Town, MA""",1,968,526,1437.05,55,68,65,36,44,42,20,23,23,7.04,2.58,1.91,2,2,18181,18082,19225,1,1,1,14834,13851,14595,11974,11008,11572,2838,2822,3000,21,22,23,8,8,8,2.5,3.8,0.63,0.37,5481,100,4503,82,20,85,1295,2199,2337,,95,5
250010133003,"""Barnstable Town, MA""",1,1383,643,1075.32,54,67,64,34,43,40,20,24,24,8.21,4.91,1.93,2,2,19819,19697,20790,1,1,1,15216,14272,14940,12108,11184,11681,3094,3074,3244,14,14,15,5,5,5,3.8,2.9,1.8,0.6,4547,86,5035,84,13,91,1124,2106,2268,1197,91,9
250010137003,"""Barnstable Town, MA""",1,923,454,208.25,50,61,59,30,38,36,20,23,23,7.71,16.81,1.89,2,2,19039,18831,19792,1,1,1,14875,13971,14581,11883,11012,11471,2972,2939,3089,19,19,21,7,7,7,4.9,3.8,2.7,2.18,6637,98,6780,82,5,296,641,1866,1971,1365,84,16
250010148001,"""Barnstable Town, MA""",1,811,510,244.83,20,24,24,5,7,6,15,17,17,3.81,7.94,1.45,1,1,11741,11572,12464,2,2,2,11004,10195,10733,9129,8345,8741,1833,1806,1945,42,44,47,15,16,17,7.5,5.7,3.41,2.08,6092,42,9357,80,7,262,797,340,,527,57,43
250010149003,"""Barnstable Town, MA""",1,654,394,301.51,46,56,54,29,36,34,17,20,20,5.78,7.55,1.64,2,2,15548,15390,16281,2,2,2,12771,11932,12469,10303,9489,9884,2427,2402,2541,41,42,45,15,15,16,6.8,5.9,2.35,1.31,5799,55,9586,80,8,215,790,1805,3010,771,68,32
250010105003,"""Barnstable Town, MA""",1,685,349,1163.01,68,83,80,47,59,56,20,24,23,7.71,2.31,1.92,2,2,19152,18914,20059,1,1,1,15031,14074,14753,12030,11111,11610,2990,2952,3130,11,11,12,4,4,4,2.9,4.3,0.47,0.3,3337,92,4255,82,19,150,1449,2936,3096,,97,3
250010106001,"""Barnstable Town, MA""",1,481,182,1799.84,66,81,78,47,58,55,20,23,23,6.8,0.69,1.88,2,2,17405,17348,18540,1,1,1,14539,13550,14310,11806,10826,11399,2717,2707,2893,16,16,18,6,6,6,2.5,3.8,0.45,0.1,3079,99,3804,82,22,79,3250,2897,3083,,98,2
250010110022,"""Barnstable Town, MA""",1,692,282,1229.98,51,62,60,30,37,35,21,24,24,8.8,2.02,1.96,2,2,20456,20368,21389,1,1,1,15500,14539,15237,12289,11343,11880,3194,3179,3338,17,17,19,6,6,7,3,3.5,0.85,0.23,5055,95,4410,83,16,98,1251,1852,2141,,95,5
250010111001,"""Barnstable Town, MA""",1,922,422,1068.23,47,57,55,26,32,31,21,25,25,8.86,3.5,1.99,2,2,21275,21176,22242,1,1,1,15854,14892,15570,12514,11569,12080,3321,3305,3471,18,18,20,7,7,7,2.5,3.8,0.81,0.4,4036,100,3233,82,20,103,1205,1602,1747,,95,5
250010114001,"""Barnstable Town, MA""",1,682,448,702.86,40,48,47,22,28,26,18,21,21,5.18,3.3,1.74,2,2,15158,14899,16085,1,1,1,13314,12365,13061,10936,10029,10539,2366,2325,2510,11,11,13,4,4,4,3.7,3.7,0.85,0.64,4722,78,3685,83,19,106,1016,1365,1941,,80,20
250010122003,"""Barnstable Town, MA""",1,1847,790,7662.04,59,72,69,39,48,46,20,24,24,8.43,0.87,1.92,2,2,19582,19459,20665,1,1,1,15123,14139,14857,12041,11077,11605,3057,3037,3225,25,26,27,9,9,10,1.6,4.2,0.43,0.1,4428,94,4325,82,54,27,2843,2391,2731,1345,81,19
250010130024,"""Barnstable Town, MA""",1,977,445,705.6,54,66,64,34,42,40,20,24,24,8.09,5.1,1.93,2,2,19328,19063,20165,1,1,1,15149,14198,14872,12119,11210,11710,3018,2975,3147,13,13,15,5,5,5,2.8,4.3,1.03,0.63,5620,97,5209,82,18,121,944,2095,2090,2139,92,8
250010138003,"""Barnstable Town, MA""",1,861,280,721.49,54,66,63,32,40,38,22,26,25,10.35,4.02,2.05,2,2,22496,22334,23320,1,1,1,16385,15509,16014,12860,12011,12361,3512,3485,3639,13,13,14,4,4,5,5.7,2.9,1.54,0.39,4633,61,4970,84,12,117,1324,1969,2529,,84,16
250010121011,"""Barnstable Town, MA""",1,1567,604,1330.99,51,63,60,29,36,34,22,26,26,9.82,4.46,2.08,2,2,22687,22395,23369,1,1,1,16631,15728,16285,13077,12221,12624,3542,3495,3647,12,12,14,4,4,5,2.9,4.5,1.99,0.45,6456,85,6887,81,24,71,1211,1798,1787,1880,90,10
250010125021,"""Barnstable Town, MA""",1,699,356,752.45,56,68,66,37,47,44,19,22,22,6.8,3.22,1.79,2,2,16899,16660,17608,1,1,2,13909,13024,13629,11241,10394,10847,2638,2600,2748,30,30,34,11,11,12,5,5.8,1.16,0.47,6679,76,9052,80,9,163,1132,2309,2763,1253,88,12
250010131004,"""Barnstable Town, MA""",1,1394,627,810,51,62,60,29,36,34,22,26,26,9.35,7.24,2.06,2,2,22097,21774,22858,1,1,1,16409,15462,16096,12947,12052,12515,3450,3398,3567,12,12,14,4,4,5,2.7,3.7,1.09,0.77,6445,100,4311,83,18,104,1131,1797,1929,,94,6
250010104002,"""Barnstable Town, MA""",1,913,522,416.75,41,49,48,24,30,28,17,20,20,6.11,7.65,1.6,2,2,16322,16147,17160,1,1,1,12637,11785,12295,10067,9243,9593,2548,2520,2678,22,23,24,8,8,9,8,4.5,4.18,1.25,3539,25,4606,82,11,195,759,1467,1886,967,69,31
250010111003,"""Barnstable Town, MA""",1,1851,781,1998.92,52,64,61,31,39,37,21,25,25,9.12,3.56,1.98,2,2,21328,21237,22299,1,1,1,15779,14822,15482,12431,11490,11983,3330,3314,3480,18,18,19,6,6,7,2.6,3.7,0.76,0.39,4376,94,4002,83,23,104,1422,1928,2058,1296,88,12
250010118023,"""Barnstable Town, MA""",1,1232,497,1268.09,52,63,61,31,39,37,21,24,24,8.73,3.42,1.96,2,2,20325,20041,21113,1,1,1,15495,14552,15197,12308,11411,11887,3173,3128,3295,13,13,15,5,5,5,3.4,4,0.89,0.39,6128,84,5219,82,18,77,1366,1916,1955,1485,93,7
250010120021,"""Barnstable Town, MA""",1,1232,616,406.06,37,44,43,19,23,22,18,21,21,6.87,10.42,1.71,2,2,17348,17114,18014,1,1,1,13435,12580,13118,10708,9889,10286,2708,2671,2811,19,20,21,7,7,7,6,4.5,2.6,1.52,6835,75,6646,81,5,285,690,1156,1436,984,55,45
250010121023,"""Barnstable Town, MA""",1,664,340,450.3,37,45,43,19,24,23,18,21,21,6.14,4.64,1.71,2,2,15445,15391,16253,2,2,2,13160,12304,12897,10706,9859,10315,2411,2402,2537,42,42,46,15,15,16,5.7,6.9,1.59,0.76,6752,74,13946,79,7,210,821,1194,1915,,87,13
250010126012,"""Barnstable Town, MA""",1,1047,340,371.7,46,57,54,25,31,30,22,25,25,9.53,8.71,2.02,2,2,20901,20808,21640,1,1,1,15987,15109,15648,12699,11837,12244,3263,3247,3377,25,25,27,9,9,10,4.2,5.4,1.88,0.91,8170,86,9020,81,10,227,756,1545,1824,,88,12
250010126022,"""Barnstable Town, MA""",1,1232,396,208.71,48,58,56,27,34,32,21,25,24,8.02,15.22,2,2,2,18648,18391,19071,2,2,2,15532,14718,15074,12573,11801,12048,2911,2870,2976,47,47,50,17,17,18,6.8,7.6,3.35,1.9,8648,67,21083,78,4,362,525,1671,1814,1534,54,46
250010126024,"""Barnstable Town, MA""",1,1009,432,198.78,34,42,40,16,19,18,19,22,22,7.47,16.23,1.8,2,2,17659,17594,18411,1,1,1,14089,13253,13766,11307,10481,10865,2757,2746,2873,25,26,28,9,9,10,4.8,7.2,2.65,2.17,9181,77,17279,78,12,232,930,961,1708,,63,37
250010130022,"""Barnstable Town, MA""",1,402,169,711.51,67,82,79,48,60,57,19,22,22,6.26,1.49,1.81,2,2,16068,15971,17093,1,1,1,13873,12920,13637,11346,10409,10950,2509,2492,2668,18,19,20,6,7,7,3.5,4.2,0.78,0.24,4098,86,4387,82,16,119,1363,2996,3778,,95,5
250010135002,"""Barnstable Town, MA""",1,1420,526,902.3,54,66,63,31,39,37,23,27,26,10.13,5.9,2.1,2,2,22860,22967,24034,1,1,1,16759,15812,16488,13171,12209,12718,3569,3584,3751,19,18,20,7,7,7,1.6,4.3,1.06,0.58,5905,100,6037,82,45,52,2118,1931,1931,,100,0
250010101003,"""Barnstable Town, MA""",1,708,380,120.07,56,69,66,39,48,46,18,21,21,6.51,20.62,1.68,2,2,16739,16678,17725,1,1,1,13189,12344,12918,10563,9728,10138,2613,2603,2766,13,13,14,4,5,5,7.6,4.1,4.78,3.16,3163,50,3911,82,5,474,470,2393,2568,1125,94,6
250010103062,"""Barnstable Town, MA""",1,1080,486,1526.63,48,59,57,27,34,32,21,25,25,9.41,2.99,1.98,2,2,22461,22426,23514,1,1,1,15972,15018,15679,12453,11505,11996,3507,3500,3670,13,13,14,4,4,5,2.9,3,0.65,0.32,3085,92,2656,83,19,122,1076,1662,2014,,93,7
250010149002,"""Barnstable Town, MA""",1,893,425,1239.01,55,67,65,35,44,41,20,24,23,7.8,2.67,1.92,2,2,18747,18481,19608,1,1,1,14999,14048,14717,12061,11152,11644,2927,2884,3060,12,12,14,4,4,5,3.4,3.9,0.73,0.34,3765,86,5746,82,17,106,1495,2163,2407,,95,5
250010102063,"""Barnstable Town, MA""",1,1396,637,4014.25,54,66,63,32,40,38,22,26,26,9.76,1.55,2.04,2,2,23485,23623,24787,0,0,0,16447,15502,16179,12772,11806,12301,3667,3687,3868,9,9,10,3,3,3,2.5,2.9,0.43,0.16,2163,95,2046,84,24,88,1498,1967,2083,931,97,3
250010104004,"""Barnstable Town, MA""",1,672,341,1368.32,68,83,80,47,58,55,21,24,24,8.13,2.03,1.96,2,2,20358,20355,21533,1,1,1,15521,14543,15266,12327,11351,11889,3178,3177,3360,16,16,17,6,6,6,2.4,3.8,0.45,0.25,3061,94,2931,82,27,99,1843,2898,2898,,100,0
250010113003,"""Barnstable Town, MA""",1,623,313,844.3,55,67,65,35,43,41,20,24,24,7.7,2.85,1.93,2,2,19052,18749,19908,0,0,1,15066,14088,14795,12081,11152,11677,2974,2926,3107,10,10,12,4,4,4,2.9,3.2,0.58,0.37,4399,95,3650,83,17,144,1175,2155,2181,2050,93,7
250010134001,"""Barnstable Town, MA""",1,845,349,1625.33,55,67,64,33,41,39,22,26,25,9.34,2,2.06,2,2,21438,21142,22319,0,0,1,16289,15304,15995,12932,11995,12501,3347,3299,3483,10,10,12,4,4,4,2.3,3.2,0.43,0.21,4392,98,4401,83,26,59,1664,2044,2101,1389,96,4
250010137001,"""Barnstable Town, MA""",1,1345,578,2434.44,50,61,58,28,36,34,21,25,25,8.99,2.14,2,2,2,21173,21020,22084,1,1,1,15851,14905,15536,12526,11604,12068,3306,3280,3446,20,20,21,7,7,8,3.2,3.3,0.98,0.24,5993,78,5123,83,27,57,1380,1762,2140,579,81,19
250010138002,"""Barnstable Town, MA""",1,1354,573,662.47,58,72,69,37,47,44,21,25,24,8.97,7.76,1.98,2,2,20746,20372,21433,0,0,1,15689,14772,15354,12440,11583,11998,3239,3179,3345,10,10,11,4,4,4,3.8,3.6,1.18,0.86,5607,85,5346,83,14,127,1030,2313,2580,1496,81,19
250010139001,"""Barnstable Town, MA""",1,695,361,379.41,48,59,57,30,37,35,18,21,21,5.64,5.37,1.79,2,2,14905,14657,15758,1,1,1,13590,12640,13361,11250,10339,10887,2327,2287,2459,13,14,15,5,5,5,3.5,3.9,1.33,0.95,6049,100,5419,82,9,111,1761,1857,2156,,91,9
250010150012,"""Barnstable Town, MA""",1,2215,916,906.57,50,61,59,28,34,33,23,27,26,10.06,10.17,2.11,2,2,23236,22873,23934,0,0,1,16896,15973,16543,13258,12393,12797,3628,3570,3735,10,10,11,4,4,4,2.7,3.6,1.4,1.01,5791,95,4440,83,22,98,1344,1704,1705,1701,86,14
250010111002,"""Barnstable Town, MA""",1,1253,515,720.71,51,62,60,30,37,35,21,25,25,9.33,6.67,1.97,2,2,21611,21501,22511,1,1,1,15776,14854,15455,12388,11485,11927,3374,3356,3513,14,14,15,5,5,5,2.9,3.9,0.96,0.71,3893,100,3231,82,15,139,984,1849,1896,1718,79,21
250010112002,"""Barnstable Town, MA""",1,932,461,1275.02,48,58,56,27,34,32,21,25,24,8.48,3.07,1.96,2,2,20872,20745,21805,1,1,1,15607,14640,15330,12330,11384,11908,3259,3238,3403,18,18,19,6,6,7,2.8,3.4,0.73,0.36,4169,100,3692,83,16,114,888,1661,1815,,96,4
250010129003,"""Barnstable Town, MA""",1,1622,704,488.82,51,63,60,30,38,36,21,25,25,8.84,12.73,1.99,2,2,20701,20409,21448,1,1,1,15744,14810,15453,12498,11611,12090,3232,3185,3347,14,14,16,5,5,6,3.2,4.3,1.61,1.44,7204,100,5503,82,12,151,948,1864,1853,2145,97,3
250010130021,"""Barnstable Town, MA""",1,455,203,1767.66,80,99,95,60,75,71,21,24,24,8.12,0.93,1.95,2,2,19148,19061,20255,1,1,1,15239,14249,14993,12232,11256,11813,2989,2975,3161,18,18,19,6,6,7,2.4,3.6,0.31,0.11,4220,90,3934,83,30,55,2358,3705,4001,,97,3
250010133001,"""Barnstable Town, MA""",1,889,301,1353,46,56,54,24,30,28,22,26,26,9.47,2.11,2.06,2,2,21704,21565,22606,1,1,1,16337,15416,16030,12937,12038,12488,3388,3365,3528,12,12,13,4,4,5,3,3.3,1.06,0.22,4424,100,5052,83,13,102,1053,1491,1810,,88,12
250010134004,"""Barnstable Town, MA""",1,722,299,1057.17,72,88,84,51,64,60,21,24,24,8.37,2.37,1.97,2,2,19259,19001,20202,1,1,1,15406,14419,15141,12389,11443,11976,3007,2965,3153,11,11,12,4,4,4,2.5,3.5,0.59,0.28,4043,99,3956,83,21,85,1356,3162,3238,,99,1
250010135003,"""Barnstable Town, MA""",1,2947,1120,1817.79,56,68,65,33,41,39,23,27,27,10.47,6.45,2.12,2,2,23822,23841,24839,1,1,1,17057,16144,16746,13321,12406,12851,3719,3721,3876,17,17,18,6,6,7,2.5,3.7,0.87,0.62,6467,91,4544,83,28,87,1214,2023,2120,,96,4
250010136003,"""Barnstable Town, MA""",1,694,286,676.28,56,68,66,34,42,40,22,26,26,9.45,4,2.08,2,2,21518,21236,22348,1,1,1,16426,15463,16131,13055,12137,12630,3359,3314,3488,12,12,13,4,4,5,2.5,3.6,0.93,0.42,5476,100,5008,83,20,85,1096,2092,2092,,100,0
250010113001,"""Barnstable Town, MA""",1,666,321,1483.72,63,77,74,43,54,51,20,24,23,7.76,1.68,1.92,2,2,18941,18669,19861,1,1,1,15020,14038,14751,12052,11112,11639,2957,2914,3100,11,12,13,4,4,5,2.7,3.5,0.44,0.22,4757,89,3928,83,25,79,1552,2657,3194,1166,91,9
250010118024,"""Barnstable Town, MA""",1,1499,619,525.96,42,51,49,22,27,26,20,23,23,7.97,9.38,1.89,2,2,18720,18436,19503,1,1,1,14806,13874,14526,11871,10984,11468,2923,2877,3044,13,13,14,4,5,5,3.6,4.4,1.68,1.18,5798,94,5416,82,11,148,897,1358,1324,1674,92,8
