blkgrp,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
250250104051,"""Boston-Cambridge-Newton, MA-NH""",1,2990,20,59.4,8,10,11,0,0,0,8,10,11,,,0.52,0,0,6104,6073,6131,19,20,21,7180,7218,7116,3256,3098,2863,957,953,961,2966,3167,3292,1562,1668,1733,9.7,9.9,0.75,0.34,112127,0,358818,48,3,517,597,0,,,0,100
250250104053,"""Boston-Cambridge-Newton, MA-NH""",1,642,335,9.88,13,16,18,4,5,6,9,11,12,1.76,59.6,0.59,1,1,4692,4688,4749,21,23,24,7776,7798,7672,3700,3519,3255,736,735,745,3340,3544,3673,1759,1866,1934,9.8,9.9,163.82,33.92,112696,0,394516,46,1,1192,432,296,,296,12,88
250250104081,"""Boston-Cambridge-Newton, MA-NH""",1,1497,860,10.72,39,48,55,26,33,38,12,15,17,1.8,144.13,0.57,1,1,4968,4980,5038,43,43,44,10989,10969,10803,3591,3459,3224,779,781,790,6619,6728,6789,3485,3543,3575,9.8,9.9,117.19,80.23,111240,1,361316,46,2,776,447,1983,1885,1994,14,86
250250105001,"""Boston-Cambridge-Newton, MA-NH""",1,1169,325,28.55,42,52,59,32,40,46,10,12,14,2.35,26.76,0.68,1,1,6227,6226,6301,23,24,25,8803,8774,8583,4261,4067,3772,977,977,988,3566,3731,3822,1877,1964,2013,9.7,9.9,60.08,11.39,113248,1,413390,46,3,712,445,2395,,2455,21,79
250250105003,"""Boston-Cambridge-Newton, MA-NH""",1,1137,633,8.73,32,40,46,22,27,31,10,13,15,1.85,133.99,0.61,1,1,5098,5099,5153,30,31,32,9348,9352,9190,3845,3686,3427,800,800,808,4703,4867,4955,2477,2563,2609,9.8,9.9,85.32,72.51,112612,1,408478,47,1,1578,309,1626,2933,1450,19,81
250250106002,"""Boston-Cambridge-Newton, MA-NH""",1,1061,624,22.08,45,56,64,35,43,50,10,12,14,2.28,64.51,0.68,1,1,6634,6632,6700,23,24,24,8815,8762,8548,4243,4062,3775,1041,1040,1050,3531,3660,3723,1859,1927,1960,9.8,9.9,88.62,28.26,113525,0,434336,47,1,1110,357,2619,4001,2226,41,59
250250107011,"""Boston-Cambridge-Newton, MA-NH""",1,1052,466,18.32,40,50,57,30,37,43,10,12,14,2.44,62.14,0.69,1,1,7163,7169,7248,22,23,23,8929,8863,8638,4324,4137,3846,1123,1125,1136,3481,3601,3656,1833,1896,1925,9.8,9.9,35.76,25.44,114984,0,438025,47,2,735,448,2244,2420,2133,44,56
250250107012,"""Boston-Cambridge-Newton, MA-NH""",1,624,414,11.66,45,56,64,34,43,49,11,13,15,2.24,79.41,0.7,1,1,7000,7006,7080,26,26,27,9523,9432,9185,4385,4212,3926,1098,1099,1110,4040,4121,4149,2127,2170,2185,9.8,9.9,38.88,35.52,115275,1,455067,48,2,654,498,2589,3833,2145,41,59
250250107013,"""Boston-Cambridge-Newton, MA-NH""",1,707,477,19.95,44,55,63,33,41,47,11,14,16,2.5,59.84,0.73,1,1,7653,7665,7748,29,30,30,10328,10229,9968,4589,4409,4110,1200,1202,1215,4538,4618,4643,2390,2431,2445,9.8,9.9,49.59,23.91,113853,0,420108,47,2,865,385,2477,4001,1875,44,56
250250107022,"""Boston-Cambridge-Newton, MA-NH""",1,799,396,12.74,48,60,69,38,48,55,10,12,14,2.44,75.82,0.67,1,1,7108,7110,7183,23,23,23,8870,8785,8554,4235,4059,3780,1115,1115,1126,3520,3611,3648,1854,1901,1921,9.8,9.9,39.84,31.08,114819,0,486423,48,2,584,468,2883,4001,2304,40,60
250250107023,"""Boston-Cambridge-Newton, MA-NH""",1,982,557,22.84,47,59,67,37,47,54,10,12,13,2.98,72.58,0.74,1,1,8608,8642,8755,19,19,19,8853,8711,8438,4624,4425,4122,1350,1355,1373,2879,2931,2943,1516,1543,1550,9.7,9.9,54.9,24.39,113465,1,516135,48,2,506,489,2809,3143,2468,63,37
250250108012,"""Boston-Cambridge-Newton, MA-NH""",1,1135,647,11.15,55,68,78,45,56,64,10,13,14,2.88,167.29,0.71,1,1,8404,8454,8575,22,23,22,9236,9087,8810,4436,4254,3969,1318,1326,1344,3481,3506,3497,1833,1846,1841,9.8,9.9,61.23,58.03,114230,1,504858,49,2,691,480,3355,4001,2030,70,30
250250108013,"""Boston-Cambridge-Newton, MA-NH""",1,1126,689,13.35,50,63,72,40,51,58,10,12,14,2.41,124.58,0.67,1,1,7206,7225,7314,24,24,24,9037,8928,8684,4197,4024,3749,1130,1133,1147,3710,3771,3788,1954,1986,1995,9.8,9.9,69.48,51.61,115178,0,483514,49,2,617,474,3043,4001,2245,53,47
250250108022,"""Boston-Cambridge-Newton, MA-NH""",1,1369,751,14.7,52,65,74,41,51,59,11,14,16,2.55,130.2,0.69,1,1,7319,7352,7447,31,31,31,10239,10129,9870,4321,4153,3873,1148,1153,1168,4770,4823,4829,2512,2540,2543,9.8,9.9,68.51,51.07,114079,0,421535,48,2,697,568,3064,3768,2447,50,50
250250201011,"""Boston-Cambridge-Newton, MA-NH""",1,847,460,11.18,51,64,73,40,50,58,11,14,16,3.16,130.26,0.75,1,1,8914,8984,9122,27,27,27,10236,10099,9830,4689,4494,4191,1398,1409,1430,4149,4196,4208,2185,2209,2216,9.8,9.9,40.06,41.16,109788,0,509563,50,1,1317,336,3017,3418,2547,59,41
250250201013,"""Boston-Cambridge-Newton, MA-NH""",1,1431,753,17.59,53,66,75,43,54,62,10,12,13,3.18,136.04,0.76,1,1,8587,8590,8668,17,18,18,8821,8694,8430,4758,4558,4254,1347,1347,1359,2716,2789,2817,1430,1469,1483,9.7,9.9,42.55,42.8,107515,4,501323,51,2,1091,366,3229,4001,2732,50,50
250250201014,"""Boston-Cambridge-Newton, MA-NH""",1,1502,715,11.24,48,60,69,39,49,56,9,12,13,2.83,179.84,0.68,1,1,7245,7224,7271,20,20,21,8455,8383,8168,4252,4077,3805,1136,1133,1140,3068,3173,3223,1615,1671,1697,9.8,9.9,84.2,63.63,108834,0,506974,50,1,1578,322,2922,4001,2440,33,67
250250202001,"""Boston-Cambridge-Newton, MA-NH""",1,1163,796,7.37,30,37,42,21,26,30,8,11,12,1.98,214.09,0.61,1,1,5870,5838,5867,19,19,20,7658,7616,7440,3843,3677,3428,921,916,920,2895,3022,3092,1524,1591,1628,9.8,9.9,115.15,108.06,104237,3,483038,52,1,1477,336,1584,,1796,21,79
250250202002,"""Boston-Cambridge-Newton, MA-NH""",1,1131,692,7.68,42,52,60,31,39,45,10,13,15,2.75,247.96,0.67,1,1,7757,7784,7868,26,26,27,9423,9352,9144,4174,4010,3746,1217,1221,1234,4032,4121,4165,2123,2170,2193,9.8,9.9,116.39,90.12,106082,2,492747,51,1,2017,238,2368,3050,2061,40,60
250250202003,"""Boston-Cambridge-Newton, MA-NH""",1,1290,643,14.11,49,62,70,38,47,54,12,15,17,3.38,154.23,0.8,1,1,8848,8893,8997,28,28,28,10795,10660,10372,5039,4860,4553,1388,1395,1411,4369,4404,4409,2300,2319,2322,9.8,9.9,87.08,45.57,108133,1,503793,50,1,1841,301,2826,3707,2348,44,56
250250203011,"""Boston-Cambridge-Newton, MA-NH""",1,384,195,49.38,13,16,18,6,7,8,7,9,10,2.02,7.97,0.66,1,1,5931,5922,6004,10,11,11,6571,6473,6278,4137,3910,3615,930,929,941,1503,1634,1721,792,860,906,9.7,9.9,53.2,3.95,104565,0,472082,52,2,912,421,435,,458,25,75
250250203021,"""Boston-Cambridge-Newton, MA-NH""",1,1089,560,18.97,45,56,64,36,45,52,9,12,13,3.35,98.76,0.74,1,1,8895,8894,8968,16,16,17,8516,8399,8139,4640,4444,4142,1395,1395,1406,2481,2560,2591,1306,1348,1364,9.7,9.9,64.27,29.51,102946,2,478407,53,2,810,460,2698,3288,2338,52,48
250250203031,"""Boston-Cambridge-Newton, MA-NH""",1,1082,582,5.85,49,61,70,40,50,58,8,11,12,1.92,191.29,0.52,1,0,5144,5129,5158,22,23,24,7597,7598,7460,3292,3156,2940,807,804,809,3499,3637,3712,1842,1915,1954,9.8,9.8,107.98,99.57,101335,0,461250,54,6,1054,631,3035,,3035,8,92
250250203032,"""Boston-Cambridge-Newton, MA-NH""",1,2153,862,91.62,53,67,76,45,56,64,9,11,12,2.9,27.25,0.71,1,1,8170,8106,8136,13,14,15,7822,7732,7509,4455,4246,3945,1281,1271,1276,2085,2215,2289,1098,1166,1205,9.7,9.8,31.65,9.41,97694,0,431194,56,1,745,402,3374,3286,3380,26,74
250250301001,"""Boston-Cambridge-Newton, MA-NH""",1,1284,762,11.04,38,47,54,27,34,39,10,13,14,2.62,180.56,0.71,1,1,7245,7199,7222,24,25,25,9371,9292,9067,4433,4266,3986,1136,1129,1132,3802,3897,3948,2002,2052,2079,9.8,9.8,112.15,69.01,92414,4,389816,58,1,1754,281,2066,3164,1817,25,75
250250301002,"""Boston-Cambridge-Newton, MA-NH""",1,959,550,8.07,40,50,57,31,38,44,9,11,13,2.68,182.44,0.71,1,1,7332,7275,7292,17,18,18,8295,8222,7998,4480,4295,4005,1150,1141,1143,2664,2786,2850,1403,1467,1500,9.8,9.8,126.99,68.16,94010,11,402282,57,1,1623,286,2311,3594,1816,31,69
250250302001,"""Boston-Cambridge-Newton, MA-NH""",1,1678,975,16,37,46,53,28,35,40,9,11,12,2.73,166.49,0.64,1,1,7488,7414,7418,17,18,18,7839,7790,7599,4000,3832,3569,1174,1163,1163,2664,2795,2867,1403,1472,1510,9.8,9.8,91.96,60.95,94595,0,415867,56,1,2135,253,2121,2887,1934,28,72
250250303004,"""Boston-Cambridge-Newton, MA-NH""",1,917,485,7.76,52,65,75,44,55,64,8,10,11,2.72,169.72,0.55,1,1,7144,7094,7111,17,17,18,7173,7129,6949,3437,3300,3075,1121,1113,1115,2616,2716,2759,1378,1430,1453,9.8,9.8,187.86,62.51,96906,0,453324,54,1,1887,298,3340,,3340,43,57
250250305003,"""Boston-Cambridge-Newton, MA-NH""",1,789,454,5.3,45,56,65,34,43,49,11,14,15,3.34,286.34,0.72,1,1,9061,9041,9091,26,26,26,9906,9775,9509,4494,4340,4067,1421,1418,1425,3990,4017,4017,2101,2115,2115,9.8,9.8,102.16,85.73,90731,3,382230,58,1,2037,335,2586,3300,2216,50,50
250250402001,"""Boston-Cambridge-Newton, MA-NH""",1,832,272,13.64,11,14,15,0,0,0,11,14,15,2.63,52.42,0.86,1,1,6538,6497,6532,23,24,25,10009,9931,9697,5406,5179,4823,1026,1019,1024,3578,3734,3850,1884,1966,2027,9.7,9.6,31.78,19.94,86093,3,268146,63,1,1736,251,0,,,11,89
250250403002,"""Boston-Cambridge-Newton, MA-NH""",1,1959,838,20.32,50,62,71,37,46,53,13,16,18,4.16,171.44,0.99,1,1,10243,10245,10328,26,26,26,11818,11620,11248,6236,6030,5653,1607,1607,1619,3975,3983,3976,2093,2097,2094,9.7,9.7,35.72,41.23,89140,9,304420,62,1,1475,282,2766,3022,2315,64,36
250250403004,"""Boston-Cambridge-Newton, MA-NH""",1,641,290,10.1,48,60,68,34,43,49,14,17,19,4.35,124.81,1.04,1,1,10891,10874,10944,27,27,27,12453,12238,11835,6532,6330,5938,1708,1706,1716,4213,4202,4182,2218,2213,2202,9.7,9.6,33.17,28.71,85816,2,260443,65,1,1584,346,2568,3107,1661,65,35
250250403005,"""Boston-Cambridge-Newton, MA-NH""",1,854,346,14.25,45,55,63,31,38,44,14,17,19,4.68,113.68,1.07,1,1,11324,11338,11440,26,26,25,12489,12248,11831,6716,6491,6083,1776,1778,1794,3997,3980,3955,2104,2095,2082,9.7,9.6,31.27,24.28,88269,5,280124,64,2,1482,323,2318,2250,2500,76,24
250250404011,"""Boston-Cambridge-Newton, MA-NH""",1,2127,915,29.94,36,45,51,24,30,34,12,15,17,3.6,110.01,0.98,1,1,8863,8817,8856,23,23,23,11045,10893,10553,6125,5904,5522,1390,1383,1388,3530,3606,3643,1859,1899,1918,9.6,9.7,30.3,30.56,90375,11,297395,63,2,748,462,1778,3170,1158,36,64
250250406001,"""Boston-Cambridge-Newton, MA-NH""",1,1332,597,311.02,47,59,67,34,43,49,13,16,18,3.98,7.63,1.05,1,1,9917,9822,9833,24,24,24,11817,11661,11275,6559,6340,5926,1555,1541,1542,3702,3780,3807,1950,1991,2004,9.6,9.6,28.13,1.92,90020,1,253562,65,3,371,669,2579,2583,2577,43,57
250250406002,"""Boston-Cambridge-Newton, MA-NH""",1,2063,896,42.43,51,63,72,37,46,53,14,17,19,4.66,98.48,1.1,1,1,11557,11560,11653,25,25,25,12684,12442,12008,6922,6696,6275,1813,1813,1827,3950,3933,3906,2080,2071,2057,9.6,9.6,22.62,21.12,85694,5,251051,65,3,830,465,2774,3134,1865,73,27
250250408011,"""Boston-Cambridge-Newton, MA-NH""",1,1115,578,14.74,13,17,19,4,5,5,10,12,14,1.93,75.85,0.77,1,1,5325,5293,5332,20,21,22,8770,8721,8529,4804,4586,4257,835,830,836,3131,3306,3436,1649,1741,1809,9.8,9.6,34.43,39.21,86611,0,272623,63,1,1263,326,280,,280,5,95
250250408012,"""Boston-Cambridge-Newton, MA-NH""",1,943,308,118.64,21,26,29,8,10,12,13,16,18,3.32,8.63,1.07,1,1,8549,8493,8540,22,23,24,11551,11442,11100,6710,6486,6048,1341,1332,1339,3500,3625,3713,1843,1909,1955,9.6,9.6,9.17,2.6,82052,0,219077,66,4,205,815,609,,609,3,97
250250501011,"""Boston-Cambridge-Newton, MA-NH""",1,2042,532,27.27,40,49,56,25,31,36,14,18,20,4.16,81.13,1.13,1,1,8941,8836,8832,29,29,29,13003,12837,12423,7061,6891,6469,1402,1386,1385,4540,4560,4569,2390,2401,2406,9.7,9.5,21.31,19.51,72294,0,162614,68,4,375,523,1894,2412,1716,28,72
250250501012,"""Boston-Cambridge-Newton, MA-NH""",1,1468,691,28.22,20,24,28,8,10,12,12,14,16,2.33,56.98,0.95,1,1,6865,6771,6779,22,23,23,10416,10301,9996,5939,5724,5334,1077,1062,1063,3401,3514,3598,1791,1850,1895,9.7,9.5,33.71,24.49,75333,1,176670,67,3,340,975,611,2048,431,16,84
250250501013,"""Boston-Cambridge-Newton, MA-NH""",1,2146,684,18.59,36,44,50,22,27,31,14,17,19,3.91,143.97,1.12,1,1,8845,8759,8772,27,27,27,12578,12399,11986,7018,6840,6421,1387,1374,1375,4172,4185,4190,2197,2204,2206,9.7,9.5,34.19,36.8,73469,8,175274,67,3,585,467,1638,2019,1446,42,58
250250502001,"""Boston-Cambridge-Newton, MA-NH""",1,2006,658,23.92,38,47,54,24,30,35,14,17,19,3.85,105.95,1.15,1,1,8772,8695,8716,26,26,26,12624,12434,12008,7232,7038,6601,1376,1364,1366,4015,4032,4040,2114,2123,2127,9.6,9.6,30.29,27.51,73233,11,180752,67,3,401,522,1824,2349,1483,41,59
250250502002,"""Boston-Cambridge-Newton, MA-NH""",1,1540,552,18.15,35,44,50,22,28,32,13,16,18,3.17,96.54,0.98,1,1,7678,7589,7595,27,27,28,11519,11398,11061,6127,5946,5561,1204,1190,1191,4188,4261,4309,2205,2244,2269,9.7,9.6,26.97,30.41,73703,2,195577,66,2,952,394,1687,2088,1569,24,76
250250502004,"""Boston-Cambridge-Newton, MA-NH""",1,1220,357,10.7,33,42,47,18,23,26,15,19,21,2.85,95.21,1,1,1,6505,6380,6337,40,40,40,13502,13397,13025,6269,6154,5790,1020,1001,994,6213,6242,6241,3271,3287,3286,9.6,9.5,33.17,33.37,67690,6,160716,67,4,658,536,1384,,1520,18,82
250251011013,"""Boston-Cambridge-Newton, MA-NH""",1,1257,449,41.91,41,51,58,26,32,37,15,19,21,3.87,41.48,1.25,1,1,9480,9360,9355,30,30,31,13959,13769,13324,7814,7560,7062,1487,1468,1467,4658,4741,4795,2453,2496,2525,9.3,9.4,12.04,10.71,63213,11,66015,70,5,397,645,1952,2568,1661,39,61
250251011021,"""Boston-Cambridge-Newton, MA-NH""",1,787,271,20.53,42,53,60,26,33,38,16,20,22,4.01,52.96,1.16,1,1,9598,9460,9436,35,36,36,14280,14131,13717,7286,7072,6611,1505,1484,1479,5489,5575,5626,2890,2935,2962,9.6,9.4,15.57,13.2,64609,0,68299,70,3,841,484,1985,3938,1369,36,64
250251011023,"""Boston-Cambridge-Newton, MA-NH""",1,1077,337,40.68,40,50,57,25,31,36,15,19,21,4.08,33.79,1.19,1,1,9573,9432,9405,32,32,33,13908,13741,13325,7454,7209,6732,1501,1479,1475,4952,5053,5119,2608,2661,2695,9.3,9.4,8.17,8.28,60878,6,62835,71,5,378,638,1864,2365,1747,30,70
250251101031,"""Boston-Cambridge-Newton, MA-NH""",1,989,371,42.36,45,57,64,29,37,42,16,20,22,3.77,33.06,1.04,1,1,8814,8674,8637,43,43,43,14552,14425,14031,6549,6368,5957,1383,1361,1354,6621,6697,6720,3486,3526,3539,9.6,9.5,14.43,8.76,68829,0,91670,69,2,680,417,2204,2642,1886,42,58
250251101032,"""Boston-Cambridge-Newton, MA-NH""",1,659,234,22.17,33,41,46,18,22,26,15,19,21,3.66,38.66,1.16,1,1,9043,8903,8876,32,33,33,13676,13512,13100,7268,7014,6545,1418,1396,1392,4990,5102,5164,2627,2686,2719,9.2,9.4,11.09,10.55,60399,10,73630,70,6,462,650,1338,,1542,34,66
250251101033,"""Boston-Cambridge-Newton, MA-NH""",1,463,175,57.51,39,48,55,24,30,34,15,19,21,,,1.13,1,1,9148,8987,8947,33,33,34,13636,13495,13091,7115,6873,6414,1435,1410,1403,5086,5212,5274,2678,2744,2777,9.1,9.4,12.41,3.04,63927,17,84541,69,3,423,454,1783,2081,1574,41,59
250251101034,"""Boston-Cambridge-Newton, MA-NH""",1,700,292,22.37,39,49,55,24,31,35,15,18,20,3.44,44.92,1.18,1,1,8771,8641,8624,29,30,31,13368,13187,12766,7403,7142,6664,1376,1355,1352,4590,4689,4750,2417,2469,2501,9.2,9.4,15.13,13.05,62089,16,76858,70,6,372,749,1837,2675,1338,37,63
250251101035,"""Boston-Cambridge-Newton, MA-NH""",1,1655,560,45.99,49,61,69,32,40,46,17,21,23,3.98,48.51,1.16,1,1,8884,8749,8713,43,43,43,15324,15159,14705,7261,7074,6631,1393,1372,1366,6670,6712,6708,3512,3534,3532,9.5,9.5,18.73,12.18,65740,5,86933,69,3,417,513,2407,2671,2137,51,49
250251101036,"""Boston-Cambridge-Newton, MA-NH""",1,773,309,26.53,47,58,66,30,38,44,16,20,22,4.47,52.06,1.45,1,1,10700,10604,10628,26,26,26,14854,14548,13984,9076,8768,8202,1678,1663,1666,4099,4116,4115,2159,2168,2167,8.5,9.4,10.5,11.65,62382,58,76165,70,3,482,520,2296,2782,,83,17
250251102011,"""Boston-Cambridge-Newton, MA-NH""",1,2534,906,86.04,37,45,51,21,26,30,16,19,21,4.43,46.61,1.43,1,1,10728,10611,10623,23,23,24,14161,13944,13443,8944,8661,8101,1683,1664,1666,3534,3618,3676,1861,1905,1936,9,9.3,21.53,10.53,59094,27,62619,71,4,335,569,1570,2131,1115,49,51
250251103011,"""Boston-Cambridge-Newton, MA-NH""",1,1332,483,103.06,45,56,64,28,35,40,18,21,24,5.22,24.46,1.7,2,2,12300,12218,12260,21,21,21,15835,15528,14901,10697,10408,9777,1929,1916,1922,3209,3204,3201,1690,1687,1686,8,9.4,5.77,4.69,60811,53,66944,71,6,298,723,2095,2283,1657,70,30
250251104031,"""Boston-Cambridge-Newton, MA-NH""",1,1075,518,39.11,38,48,54,24,30,34,15,18,20,3.58,47.45,1.3,1,1,9639,9511,9511,23,23,24,13191,13004,12560,8169,7882,7353,1512,1492,1491,3511,3631,3716,1849,1912,1957,9.1,9.3,11.95,13.24,56754,17,59380,72,5,327,609,1785,2273,1520,37,63
250251104032,"""Boston-Cambridge-Newton, MA-NH""",1,1107,394,49.78,44,54,61,26,32,37,18,22,24,5.18,40.96,1.67,2,2,11851,11757,11784,26,26,26,16325,16024,15393,10452,10176,9559,1859,1844,1848,4014,4004,3986,2113,2109,2099,8.3,9.3,6.49,7.91,56535,46,61494,72,6,399,663,1921,1986,1594,84,16
250251104033,"""Boston-Cambridge-Newton, MA-NH""",1,574,216,39.73,44,55,62,28,35,40,16,20,22,4.81,26.17,1.54,1,1,11212,11138,11193,21,21,21,14693,14397,13822,9674,9346,8737,1759,1747,1755,3260,3304,3331,1717,1740,1754,8.2,9.3,6.78,5.44,55240,41,56470,72,8,451,741,2120,2315,1676,73,27
250251104034,"""Boston-Cambridge-Newton, MA-NH""",1,1059,386,51.05,47,59,67,30,37,43,18,22,24,5.67,42.84,1.77,2,2,13127,13091,13171,19,18,18,16086,15768,15117,11131,10842,10191,2059,2053,2065,2896,2873,2861,1525,1513,1506,8.1,9.3,7.48,7.56,55233,53,58580,72,6,414,641,2233,2230,2250,87,13
250251104035,"""Boston-Cambridge-Newton, MA-NH""",1,1066,376,53.31,45,56,64,28,35,40,17,21,24,5.69,40.11,1.77,2,2,13044,12984,13044,17,17,17,15790,15487,14850,11104,10818,10170,2046,2036,2045,2640,2633,2635,1390,1387,1387,7.7,9.2,7.21,7.05,54397,57,56078,72,9,264,1012,2098,2331,1568,69,31
250251105011,"""Boston-Cambridge-Newton, MA-NH""",1,1072,451,38.06,40,50,57,24,30,35,16,20,22,4.42,52.36,1.43,1,1,11019,10882,10879,24,25,25,14464,14238,13729,8962,8676,8117,1728,1707,1706,3774,3855,3906,1987,2030,2057,8.9,9.3,9.55,11.85,53865,28,60385,72,4,420,582,1834,2354,1347,54,46
250251105012,"""Boston-Cambridge-Newton, MA-NH""",1,1345,577,81.99,48,59,67,30,38,43,18,22,24,5.22,36.75,1.65,2,2,12829,12692,12692,23,23,23,15934,15661,15060,10337,10059,9450,2012,1991,1990,3584,3611,3620,1887,1901,1906,8.3,9.2,8.39,7.04,52923,53,57434,72,3,359,569,2259,2288,2189,71,29
250251105021,"""Boston-Cambridge-Newton, MA-NH""",1,1988,698,55.16,44,55,63,27,34,39,17,21,23,4.98,62.97,1.44,1,1,11271,11125,11105,29,29,30,15311,15118,14604,9065,8821,8271,1768,1745,1741,4478,4552,4591,2358,2397,2418,9.1,9.3,11.32,12.65,55901,20,63085,71,3,464,509,2066,2333,1822,51,49
250251105023,"""Boston-Cambridge-Newton, MA-NH""",1,722,247,36.73,44,55,62,27,34,39,17,21,24,,,1.61,2,2,12056,11882,11844,23,24,24,15627,15405,14845,10102,9862,9270,1891,1864,1857,3634,3679,3718,1914,1937,1958,8.9,9.3,7.58,6.72,54904,26,60269,72,3,453,509,2022,2455,1691,43,57
250251106011,"""Boston-Cambridge-Newton, MA-NH""",1,1863,810,272.79,41,51,57,25,31,36,16,19,21,4.27,12.67,1.63,2,2,11287,11315,11457,15,15,15,14260,13918,13315,10231,9858,9208,1770,1775,1796,2258,2285,2311,1189,1203,1217,7.1,9.4,8.95,2.97,54037,69,70315,71,6,267,641,1895,2085,1146,80,20
250251106071,"""Boston-Cambridge-Newton, MA-NH""",1,1051,429,38.26,42,53,59,26,32,37,17,20,23,4.82,54.08,1.56,2,1,11595,11529,11579,21,22,22,14980,14718,14143,9818,9527,8927,1819,1808,1815,3343,3382,3401,1760,1781,1791,8.6,9.3,13.6,11.21,55778,37,68049,71,6,284,760,1936,1830,2115,64,36
250251106072,"""Boston-Cambridge-Newton, MA-NH""",1,1785,695,77.87,48,60,68,32,39,45,17,21,23,5.11,45.6,1.57,2,2,12107,12047,12109,22,22,22,15164,14878,14292,9874,9578,8976,1899,1890,1898,3391,3410,3418,1786,1796,1800,8.7,9.3,9.37,8.92,54584,35,64594,71,5,312,738,2373,2579,1701,77,23
250251106074,"""Boston-Cambridge-Newton, MA-NH""",1,1018,276,71.77,46,58,65,31,38,44,16,19,21,4.62,17.76,1.49,1,1,11180,11172,11278,19,19,20,14098,13808,13256,9372,9037,8437,1753,1752,1768,2973,3019,3050,1565,1590,1606,8.3,9.4,7.47,3.85,57321,42,72278,71,5,357,553,2318,2568,1819,67,33
250251201031,"""Boston-Cambridge-Newton, MA-NH""",1,1852,756,87.29,56,69,79,40,49,57,16,20,22,4.43,38.41,1.39,1,1,10761,10766,10868,28,27,27,14716,14424,13876,8743,8471,7931,1688,1689,1704,4285,4264,4241,2256,2245,2233,9,9.6,8.88,8.66,72593,24,119246,66,5,374,693,2981,3224,2196,76,24
250251201041,"""Boston-Cambridge-Newton, MA-NH""",1,633,345,27.32,43,54,61,29,36,42,14,18,20,2.95,37.31,1.01,1,1,8008,7867,7836,33,34,35,12788,12689,12345,6349,6126,5709,1256,1234,1229,5183,5329,5408,2729,2806,2848,9.5,9.5,17.66,12.63,66458,6,98300,68,3,679,758,2181,2800,1871,33,67
250251201042,"""Boston-Cambridge-Newton, MA-NH""",1,777,314,21.03,39,49,55,24,30,35,15,18,20,3.79,56.62,1.18,1,1,9188,9116,9143,30,30,30,13447,13261,12831,7405,7165,6693,1441,1430,1434,4600,4666,4705,2422,2457,2477,9.4,9.5,19.87,14.93,67791,11,100043,68,4,700,554,1819,2465,1375,43,57
250251201043,"""Boston-Cambridge-Newton, MA-NH""",1,925,442,23.39,50,62,71,35,43,50,15,19,21,3.97,75.11,1.26,1,1,10215,10160,10210,28,29,29,13914,13686,13215,7898,7649,7157,1602,1594,1601,4414,4443,4457,2324,2340,2347,9.5,9.5,19.24,18.9,69289,14,106026,68,2,848,390,2607,2958,2125,61,39
250251201051,"""Boston-Cambridge-Newton, MA-NH""",1,1101,231,194.2,56,70,79,38,48,55,18,22,24,5.44,6.48,1.82,2,2,12918,13020,13220,17,16,16,16065,15695,15023,11449,11094,10406,2026,2042,2073,2590,2559,2545,1364,1347,1340,5.3,9.5,2.64,1.19,60034,100,87495,69,7,250,756,2892,3196,,91,9
250251202011,"""Boston-Cambridge-Newton, MA-NH""",1,1432,615,37.49,41,52,59,26,33,38,15,19,21,3.27,53.64,1.06,1,1,8078,7956,7933,37,38,38,13745,13620,13235,6643,6435,6010,1267,1248,1244,5835,5937,5981,3072,3126,3149,9.5,9.5,17.67,16.41,69526,5,100421,68,3,444,479,1976,2165,1868,40,60
250251202013,"""Boston-Cambridge-Newton, MA-NH""",1,608,316,60.05,44,55,63,30,37,43,14,18,20,2.97,15.64,0.98,1,1,7946,7835,7824,36,37,37,13022,12905,12550,6127,5918,5515,1246,1229,1227,5649,5758,5808,2975,3032,3058,9.6,9.5,13.09,5.26,71771,0,100498,68,5,309,617,2247,2250,2246,39,61
250251203011,"""Boston-Cambridge-Newton, MA-NH""",1,1539,520,35.01,48,60,68,31,39,45,17,21,23,3.84,57.1,1.21,1,1,8629,8567,8590,39,39,39,15008,14853,14409,7563,7380,6932,1354,1344,1347,6091,6129,6130,3207,3227,3228,9.5,9.7,16.11,14.85,88255,10,161481,62,4,402,522,2357,3292,2085,29,71
